1.39104,-0.34165,0.33026,0.98112,0.05303,0.20344,0.85862,1.39104,1.12261,-0.34165,-1.35417,-0.92342,0.71389,-0.02923,0.78737,-0.00256,-3.17744,-0.11555,0.31790,0.65547
-0.81134,0.94112,-2.42633,0.93694,2.25576,-0.86406,2.38794,-0.81134,2.38313,0.94112,0.29172,-1.75859,1.28060,-0.55351,-1.02584,-0.00659,-2.75969,-1.84958,-1.94172,1.34424
-4.15241,-0.34256,-0.41556,2.68634,-1.54748,-1.90773,-0.01778,-4.15241,-2.71802,-0.34256,0.96560,-0.83429,-3.38869,-0.94328,0.11586,-0.71675,-0.14799,0.15085,-1.52006,-0.26651
1.96143,0.48448,-0.33137,-1.09125,-0.22665,1.40006,0.37163,1.96143,3.52135,0.48448,0.36689,-0.46829,-0.59577,-2.40740,0.10304,-0.72345,1.36753,-0.28339,1.41757,-0.61934
-2.40907,-2.05748,-0.44813,0.32293,0.64372,-3.19463,-0.46746,-2.40907,6.03631,-2.05748,1.03434,2.74678,-0.48201,-3.50448,-1.16954,-1.52666,0.20717,6.29593,-3.56056,0.26608
-0.61472,-3.05026,0.41404,3.46470,0.92722,-3.26853,-1.09924,-0.61472,3.42673,-3.05026,0.77148,-3.11862,-1.90228,-2.54682,-1.23340,-1.24168,-6.62945,1.35127,-5.23847,-2.35246
-0.15658,1.00410,-0.46721,0.15752,0.61099,1.51251,-1.34287,-0.15658,-2.58593,1.00410,0.29530,1.75342,-1.18965,1.89870,0.82288,-0.16584,5.09930,-1.84722,-2.65520,-0.06514
-1.60962,-0.99680,-0.69803,0.49773,-0.23647,-1.16686,1.53941,-1.60962,3.00786,-0.99680,0.35191,-0.64745,-1.09518,-2.09354,1.09078,1.21110,0.45305,-1.61214,-2.48600,0.15359
1.56329,-1.19497,0.59158,-1.83438,-0.76177,-0.89219,-1.22492,1.56329,2.69049,-1.19497,-0.89104,-2.65563,0.49277,-2.47436,-1.13477,-1.59055,-2.33953,-0.30185,1.43422,0.27685
1.24070,-1.02090,0.93493,-1.33733,1.39851,-4.57261,0.71425,1.24070,2.22629,-1.02090,1.21243,0.28533,1.24057,0.56670,0.02512,-0.06710,-3.21975,-1.97213,-0.17111,-0.96939
0.13438,2.37944,0.90457,-0.46655,0.22472,1.14717,-0.36502,0.13438,-1.71696,2.37944,-1.66531,1.80214,1.39627,1.16424,0.25405,-1.64420,2.26817,0.48062,1.03123,0.85514
-2.44975,-0.63386,1.63635,5.46237,1.81534,-1.35962,1.46394,-2.44975,-0.37438,-0.63386,-0.28366,-3.05209,-0.26867,-1.48322,-0.41430,2.42957,-7.08023,-0.48552,-2.93293,-0.55075
0.48603,-0.27260,-0.52703,-1.88286,0.85776,-1.22062,-3.71670,0.48603,-5.30423,-0.27260,0.67810,-0.21491,-0.97829,2.18304,-0.36665,0.87237,1.77215,-1.67990,1.28837,-1.61173
-1.36096,1.74308,0.34328,1.23166,-0.42844,1.26784,1.67329,-1.36096,0.27479,1.74308,0.83198,-0.80772,1.67346,-0.91426,-0.44929,-0.28683,-0.79843,-0.57599,-0.09549,-0.27030
0.40189,2.22240,-1.78393,1.59332,0.49704,2.95486,-0.87469,0.40189,-4.97056,2.22240,-1.02941,3.61311,0.61368,-0.57907,-1.49175,-0.13594,4.80113,-2.19950,3.93584,0.31788
2.45558,0.30328,-0.56685,1.99734,-0.07935,-0.47786,0.66117,2.45558,1.94530,0.30328,1.07408,1.27935,-1.01438,-0.57637,0.90442,-1.18145,-1.01242,-1.09679,-0.50163,1.16413
1.90156,2.72181,-1.30469,-0.59435,0.04887,-3.12530,-2.14785,1.90156,1.52592,2.72181,-0.52429,0.09812,2.90190,-0.71622,0.21704,0.78027,-3.36506,0.90873,0.30799,1.11059
2.19659,-1.21499,1.38053,2.03434,0.42647,1.73557,-0.34915,2.19659,1.01310,-1.21499,0.95958,1.83955,1.52736,0.55899,0.88792,-0.76966,-1.47304,1.66713,-1.54429,-0.79378
0.62040,0.69599,-1.05358,-1.38542,1.02824,-0.98234,-0.44688,0.62040,3.52767,0.69599,-2.14366,-0.77674,2.18921,-3.46879,1.13656,1.08702,-0.37857,-1.32377,0.62027,1.09403
-0.13237,-0.99625,1.76175,0.97709,-1.06564,2.88620,-2.50678,-0.13237,-9.72898,-0.99625,0.26382,0.39093,0.11591,3.97962,0.95460,0.36801,1.22196,-1.55693,2.59527,-0.31819
0.66563,-4.05619,-1.15701,-0.34991,0.77616,0.99640,0.04808,0.66563,4.64063,-4.05619,-0.57763,-0.32070,3.71368,-0.04417,-1.46371,-0.96465,-4.16579,4.81734,-3.25418,-0.18922
-1.89714,2.27058,0.54408,-1.04556,0.29253,-1.59998,2.36733,-1.89714,3.11921,2.27058,-0.01393,1.35720,0.58157,-1.87304,0.46720,-0.97136,2.85707,-1.61616,-0.49732,1.23248
1.78520,-1.48617,0.42218,-1.54287,1.05427,1.62835,-2.51648,1.78520,-1.59914,-1.48617,-0.10324,-0.00991,-2.51041,-2.14182,-0.40654,-0.95871,5.60166,-4.96142,1.84991,-1.53974
