2.15030,0.07422,0.84746,2.04769,4.20789,0.09409,-0.31029,2.92329,2.40866,2.50996,1.07807,-2.33305,-0.39783,0.58493,0.68716,2.07932,-0.18024,0.51741,2.07932,0.84746
0.95738,0.11285,-0.93508,-1.09212,-0.23442,-0.09593,-1.48685,3.72181,0.62119,1.57689,0.61285,-1.88946,-0.73640,-0.40312,-0.29427,-1.38675,-1.28434,-0.21855,-1.38675,-0.93508
-1.10215,0.78502,-2.06358,0.58818,1.36692,-1.65768,0.13572,-4.71279,-1.71885,1.90619,0.92788,0.71096,0.44917,0.99854,-1.00485,3.24304,0.68221,-1.01375,3.24304,-2.06358
3.63902,-0.92880,0.82944,-0.14762,5.40277,-2.41015,-1.44056,3.05199,-0.13821,-1.41642,0.27748,-0.53472,-0.20627,1.04512,0.21622,0.73846,-2.75829,1.14798,0.73846,0.82944
-0.24678,1.37443,1.44038,-0.04234,-4.03107,1.15172,0.27341,3.99206,-1.83619,0.12115,-0.14725,-0.79506,0.62727,-1.96747,-1.16907,-3.49539,-0.99345,0.04714,-3.49539,1.44038
0.10384,-0.95195,-0.85020,1.39409,-1.21814,0.48651,-0.65896,5.82184,3.36670,-0.57251,1.46902,0.13507,0.71803,0.10916,0.31888,-2.88854,-0.84303,-5.40806,-2.88854,-0.85020
1.01982,0.98898,-1.87884,0.12940,1.37401,-1.36861,1.55202,1.02751,2.90621,2.69813,0.22832,-1.56004,1.27039,-0.53468,-0.15266,-2.93251,4.18416,-1.15886,-2.93251,-1.87884
-0.86122,-1.22742,-2.16165,-1.16914,0.55826,0.64274,0.89296,-6.68091,1.83550,-1.48919,0.98252,1.30885,0.23760,-0.42902,-0.76778,1.46434,2.93690,1.09108,1.46434,-2.16165
2.59556,1.53936,-1.71036,-0.55207,0.18685,-0.94872,-2.21645,2.09749,0.74471,2.79484,0.76108,0.02078,0.70492,1.03967,-0.74890,-0.95587,0.98483,-2.69742,-0.95587,-1.71036
2.72176,-0.67616,0.92378,-1.25604,-4.78454,3.23949,-0.27047,-1.63005,-1.50896,-0.50964,-0.33241,2.19011,1.58350,-0.45532,-0.68822,-2.46538,2.75930,0.47997,-2.46538,0.92378
-0.38312,-0.11340,1.61463,-0.18480,5.26121,-3.10144,-0.00489,4.22436,0.37036,1.56936,0.95370,-1.11754,0.01806,-1.02010,0.33310,1.31474,-2.54744,0.02879,1.31474,1.61463
-0.64040,0.79745,-1.83229,0.10736,-1.33994,-0.97453,-1.15804,-4.96981,-0.89411,2.55356,0.32836,1.67331,-1.63529,-1.36344,1.01601,0.63626,3.13797,0.29851,0.63626,-1.83229
-0.19093,-1.67550,-0.46311,-1.27518,-4.38012,1.46362,-2.72274,1.24901,-0.78902,-0.68930,-1.77882,-0.51666,-0.83706,0.01066,0.90053,1.05333,-1.98982,-2.74995,1.05333,-0.46311
-1.08931,-0.57775,1.41352,-0.42270,7.57301,-0.91667,3.34552,0.64187,-0.88419,2.60997,-0.89915,4.16209,-1.97182,-0.19225,-1.10479,0.11483,-2.00318,1.69892,0.11483,1.41352
1.31272,-1.36506,1.59713,-0.03041,0.28322,-0.05744,-0.03197,2.33487,1.07188,-1.51304,0.53399,0.71393,0.63600,-1.45986,0.25053,-1.79876,0.35852,-0.25969,-1.79876,1.59713
3.89735,-1.50590,0.92286,-0.53644,-6.06393,0.80510,-0.34753,-2.17745,-5.09508,-1.27701,-0.88374,1.81434,-1.68810,1.33994,0.09190,-1.99180,2.81564,-2.13024,-1.99180,0.92286
-2.29329,0.48542,-0.95472,-1.18535,-7.55781,-1.74426,-6.98359,-1.25600,0.74047,3.81415,0.07330,0.29955,-0.47436,-0.10429,-1.01089,1.71723,3.03191,-4.10909,1.71723,-0.95472
-0.13430,-0.85544,-0.75101,0.38629,-2.04523,1.02627,3.19791,3.81238,-0.31549,-1.77541,-0.94828,-2.13109,1.52314,0.07112,-0.99665,-2.82605,-1.06229,-3.86188,-2.82605,-0.75101
3.49987,0.31079,2.06869,1.30940,8.07573,-3.13405,-1.00467,5.33019,2.46724,-1.27751,-2.12007,4.66873,-0.00015,0.76503,0.40518,-1.53571,-1.90361,-2.01527,-1.53571,2.06869
-3.07436,1.88175,1.09842,-1.61665,-2.98759,1.11802,1.61548,-0.52401,-0.39212,-3.16421,1.28657,-1.01770,0.42735,-0.42508,0.81601,1.69771,-1.23460,-2.23406,1.69771,1.09842
-1.40140,-1.07183,0.07242,-0.77233,1.54298,0.79021,1.47193,2.69815,2.73040,-1.78788,-0.50966,0.00032,0.03623,0.15279,1.70107,-2.52527,-1.39172,1.14358,-2.52527,0.07242
3.01960,-0.22978,2.72544,0.73894,4.82503,1.42288,2.04606,7.83489,4.27656,-0.66629,1.61856,-2.35235,-0.51874,-0.25218,-0.07886,0.57246,-1.53056,-3.23105,0.57246,2.72544
1.36193,-1.54583,1.80257,-0.25715,1.57337,-3.38584,-0.22706,-2.89751,-3.46940,-0.84451,-0.88620,1.99470,-0.41219,1.44406,-1.34317,0.91993,1.19460,1.14717,0.91993,1.80257
0.12114,-1.12156,-0.12265,-0.78582,0.92768,-1.24304,-0.87756,0.45415,-0.17862,-0.66649,1.45266,1.04875,-0.28208,-0.08113,0.40131,0.01326,-0.93146,-0.78682,0.01326,-0.12265
-1.01762,-0.16925,0.75523,0.38501,3.43230,-0.24716,5.74608,-1.71448,-1.41347,0.76852,1.07856,-3.21037,-2.71165,1.26223,0.90212,1.75185,0.81990,1.90661,1.75185,0.75523
0.03672,0.66841,0.12596,-0.69211,2.23832,-1.70244,-1.21740,-5.27807,0.96646,-0.57161,2.23290,3.42495,-0.69671,-1.65652,-0.43337,1.80098,2.68022,1.34633,1.80098,0.12596
0.92535,0.19386,1.51158,-1.59725,0.95299,-0.97368,1.96922,0.02383,-0.34386,0.70512,-1.52851,-3.38297,1.97481,-0.20749,0.38075,1.55246,2.04241,0.23507,1.55246,1.51158
